UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,10,2021,76,2054777,933540,1121237,792710,929157,78517,114051,7332,8762,44531,56598,1437,1587,9013,11082,800249,938329,80676,117098,12658,15342,47223,59774,2588,2890,852029,1017121,718442,834295,75432,109791,5397,6584,43872,55753,1227,1360,7659,9338,724795,841952,77035,112078,10004,12245,46251,58541,2241,2496,81511,104116,74268,94862,3085,4260,1935,2178,659,845,210,227,1354,1744,75454,96377,3641,5020,2654,3097,972,1233,347,394
R,10,2021,77,1983746,895660,1088086,764960,907803,72267,106965,6797,8029,41870,53136,1244,1465,8522,10688,772122,916655,74237,109978,11924,14416,44364,56138,2307,2752,822801,991819,698500,819983,69392,103145,5094,6060,41341,52312,1088,1253,7386,9066,704670,827423,70902,105452,9634,11623,43577,54934,2035,2402,72859,96267,66460,87820,2875,3820,1703,1969,529,824,156,212,1136,1622,67452,89232,3335,4526,2290,2793,787,1204,272,350
R,10,2021,78,2013590,902716,1110874,781168,940389,68307,103836,6259,7739,37948,47383,1158,1261,7876,10266,787858,948960,70079,106600,11119,13989,40086,50153,2151,2464,835064,1018986,719296,856566,65704,100125,4788,5845,37418,46681,1020,1084,6838,8685,725095,863780,67055,102183,9117,11287,39301,49090,1902,2157,67652,91888,61872,83823,2603,3711,1471,1894,530,702,138,177,1038,1581,62763,85180,3024,4417,2002,2702,785,1063,249,307
R,10,2021,79,1740814,772878,967936,663474,812592,59968,92560,5549,6832,35811,45935,972,1182,7104,8835,669420,819945,61612,94975,9926,12224,37819,48342,1808,2162,713001,885378,608763,737030,57626,89321,4246,5184,35368,45296,840,992,6158,7555,613899,743266,58885,91162,8116,9915,37158,47425,1577,1869,59877,82558,54711,75562,2342,3239,1303,1648,443,639,132,190,946,1280,55521,76679,2727,3813,1810,2309,661,917,231,293
R,10,2021,80,1537247,674507,862740,578246,723246,52296,83518,4997,6045,31904,40868,884,1016,6180,8047,583463,729958,53674,85677,8760,10978,33713,43081,1620,1900,620555,788190,528904,654933,50207,80624,3839,4655,31501,40274,779,851,5325,6853,533384,660615,51237,82279,7169,8961,33092,42196,1427,1631,53952,74550,49342,68313,2089,2894,1158,1390,403,594,105,165,855,1194,50079,69343,2437,3398,1591,2017,621,885,193,269
R,10,2021,81,1389553,601170,788383,511946,657321,47888,78200,4469,5647,30353,38915,854,996,5660,7304,516670,663410,49188,80212,7836,10007,32089,40930,1538,1867,550903,717401,465932,592325,45971,75371,3381,4323,29942,38371,752,815,4925,6196,470031,597441,46970,76898,6354,8111,31502,40149,1365,1581,50267,70982,46014,64996,1917,2829,1088,1324,411,544,102,181,735,1108,46639,65969,2218,3314,1482,1896,587,781,173,286
R,10,2021,82,1257171,538203,718968,460018,602116,41871,69811,3837,4973,26928,34465,648,920,4901,6683,464174,607660,43017,71594,6727,8961,28377,36373,1240,1732,493213,654402,418847,542939,40097,67232,2908,3792,26601,33974,548,787,4212,5678,422393,547645,40955,68553,5440,7264,27893,35635,1082,1482,44990,64566,41171,59177,1774,2579,929,1181,327,491,100,133,689,1005,41781,60015,2062,3041,1287,1697,484,738,158,250
R,10,2021,83,1168786,493458,675328,422926,567663,37301,64139,3494,4729,24556,32014,674,843,4507,5940,426732,572627,38328,65743,6175,8207,25925,33730,1194,1538,452677,615161,385532,512533,35768,61715,2678,3648,24226,31567,578,685,3895,5013,388805,516700,36540,62922,5048,6673,25447,33053,1035,1283,40781,60167,37394,55130,1533,2424,816,1081,330,447,96,158,612,927,37927,55927,1788,2821,1127,1534,478,677,159,255
R,10,2021,84,1034804,429770,605034,367875,507454,32614,57871,2984,4137,21805,29366,553,748,3939,5458,371247,511996,33524,59371,5324,7288,22999,30942,990,1423,393313,550378,334347,457357,31247,55712,2277,3132,21550,28911,472,619,3420,4647,337262,461192,31935,56861,4356,5887,22616,30295,862,1215,36457,54656,33528,50097,1367,2159,707,1005,255,455,81,129,519,811,33985,50804,1589,2510,968,1401,383,647,128,208
R,10,2021,85,928228,379330,548898,324362,460451,29029,53081,2631,3670,19362,26265,484,635,3462,4796,327280,464443,29809,54419,4629,6485,20445,27619,905,1176,346709,499513,294360,415058,27746,51147,2032,2788,19135,25904,417,544,3019,4072,296896,418416,28339,52164,3805,5227,20114,27102,790,1025,32621,49385,30002,45393,1283,1934,599,882,227,361,67,91,443,724,30384,46027,1470,2255,824,1258,331,517,115,151
R,10,2021,86,825623,327813,497810,281280,418089,24707,47800,2223,3305,16298,23661,400,559,2905,4396,283688,421713,25400,48991,3889,5875,17222,24926,782,1065,299486,453110,255166,377001,23663,46077,1699,2521,16094,23328,353,456,2511,3727,257240,380061,24181,46987,3170,4758,16921,24418,693,896,28327,44700,26114,41088,1044,1723,524,784,204,333,47,103,394,669,26448,41652,1219,2004,719,1117,301,508,89,169
R,10,2021,87,713714,276102,437612,237241,368973,20475,41385,1808,2806,13751,20290,362,476,2465,3682,239350,372056,21046,42406,3194,4933,14523,21372,666,891,252501,399153,215421,333522,19651,39952,1383,2119,13584,19999,311,405,2151,3156,217252,336151,20090,40742,2625,3973,14266,20947,584,776,23601,38459,21820,35451,824,1433,425,687,167,291,51,71,314,526,22098,35905,956,1664,569,960,257,425,82,115
R,10,2021,88,616154,232830,383324,200316,323271,16788,35643,1550,2411,11810,18249,310,428,2056,3322,202066,326034,17241,36520,2721,4328,12464,19242,559,832,213037,349793,181987,292332,16100,34380,1189,1832,11685,18011,272,369,1804,2869,183522,294708,16451,35057,2232,3522,12273,18897,497,723,19793,33531,18329,30939,688,1263,361,579,125,238,38,59,252,453,18544,31326,790,1463,489,806,191,345,62,109
R,10,2021,89,535723,196763,338960,168780,285037,14366,31773,1267,2082,10269,16709,285,391,1796,2968,170302,287513,14796,32592,2267,3783,10850,17581,518,766,180041,309189,153297,257571,13792,30661,966,1578,10144,16481,246,341,1596,2557,154649,259698,14142,31310,1865,3085,10672,17240,454,665,16722,29771,15483,27466,574,1112,301,504,125,228,39,50,200,411,15653,27815,654,1282,402,698,178,341,64,101
R,10,2021,90,465374,167832,297542,145094,252508,11505,26546,1058,1769,8512,14012,211,286,1452,2421,146330,254520,11843,27223,1840,3172,9012,14708,393,579,153673,272383,131939,229251,11049,25618,800,1339,8418,13840,186,251,1281,2084,133026,230969,11321,26152,1496,2583,8863,14449,347,506,14159,25159,13155,23257,456,928,258,430,94,172,25,35,171,337,13304,23551,522,1071,344,589,149,259,46,73
R,10,2021,91,415252,145729,269523,126322,229062,9637,23112,858,1533,7486,13279,187,279,1239,2258,127383,230964,9924,23707,1549,2828,7880,13927,354,563,133285,246513,114692,207695,9270,22336,658,1157,7412,13137,168,245,1085,1943,115618,209317,9495,22797,1266,2296,7770,13715,320,496,12444,23010,11630,21367,367,776,200,376,74,142,19,34,154,315,11765,21647,429,910,283,532,110,212,34,67
R,10,2021,92,346194,117499,228695,101804,194496,7478,19404,725,1292,6246,11369,170,255,1076,1879,102715,196052,7733,19944,1333,2343,6601,11915,295,501,107272,209393,92325,176547,7141,18766,542,985,6184,11245,153,219,927,1631,93110,177899,7341,19194,1075,1914,6491,11729,260,431,10227,19302,9479,17949,337,638,183,307,62,124,17,36,149,248,9605,18153,392,750,258,429,110,186,35,70
R,10,2021,93,286778,94594,192184,81831,163121,6097,16519,631,1067,5070,9662,115,202,850,1613,82550,164454,6300,16987,1127,1986,5326,10131,227,398,86343,176164,74150,148285,5828,15945,481,811,5035,9562,98,176,751,1385,74786,149422,5993,16306,925,1621,5264,9974,193,353,8251,16020,7681,14836,269,574,150,256,35,100,17,26,99,228,7764,15032,307,681,202,365,62,157,34,45
R,10,2021,94,230491,73694,156797,63651,133221,4649,13312,423,842,4199,7923,96,170,676,1329,64219,134320,4804,13672,787,1629,4423,8309,191,340,67600,144273,57943,121599,4483,12866,331,643,4160,7846,85,150,598,1169,58445,122558,4615,13159,656,1353,4360,8186,169,296,6094,12524,5708,11622,166,446,92,199,39,77,11,20,78,160,5774,11762,189,513,131,276,63,123,22,44
R,10,2021,95,185734,57602,128132,49596,108974,3689,10737,363,704,3316,6513,71,149,567,1055,50074,109870,3823,11038,678,1317,3502,6785,145,271,52913,118304,45215,99873,3556,10386,283,547,3290,6443,63,130,506,925,45637,100652,3666,10630,567,1095,3462,6689,131,239,4689,9828,4381,9101,133,351,80,157,26,70,8,19,61,130,4437,9218,157,408,111,222,40,96,14,32
R,10,2021,96,142193,42327,99866,36241,84415,2697,8429,269,548,2678,5470,49,108,393,896,36566,85161,2794,8692,488,1030,2806,5728,100,232,38910,92247,33066,77379,2591,8149,209,410,2659,5422,44,97,341,790,33351,78038,2668,8364,400,845,2770,5650,87,202,3417,7619,3175,7036,106,280,60,138,19,48,5,11,52,106,3215,7123,126,328,88,185,36,78,13,30
R,10,2021,97,107613,30811,76802,26039,64678,2061,6577,192,433,2172,4371,31,83,316,660,26310,65217,2146,6777,368,826,2274,4551,69,159,28306,71033,23717,59316,1983,6377,149,349,2154,4334,28,74,275,583,23953,59793,2050,6542,303,701,2245,4492,58,139,2505,5769,2322,5362,78,200,43,84,18,37,3,9,41,77,2357,5424,96,235,65,125,29,59,11,20
R,10,2021,98,79423,22099,57324,18595,48263,1423,4818,150,321,1637,3312,36,70,258,540,18807,48717,1492,4995,289,633,1721,3447,79,137,20361,53255,16970,44505,1379,4665,123,253,1627,3289,32,61,230,482,17164,44907,1432,4814,249,540,1701,3408,65,123,1738,4069,1625,3758,44,153,27,68,10,23,4,9,28,58,1643,3810,60,181,40,93,20,39,14,14
R,10,2021,99,56773,15630,41143,12980,34443,1044,3466,101,218,1315,2584,19,61,171,371,13119,34747,1091,3579,198,431,1376,2675,43,111,14420,38402,11864,31901,1002,3372,83,179,1306,2562,16,57,149,331,11985,32171,1038,3467,169,372,1359,2644,36,99,1210,2741,1116,2542,42,94,18,39,9,22,3,4,22,40,1134,2576,53,112,29,59,17,31,7,12
R,10,2021,100,101324,25478,75846,20278,61261,1750,7116,188,450,2856,6076,48,114,358,829,20572,61921,1865,7410,379,911,2974,6302,102,238,23623,70929,18572,56741,1693,6929,153,384,2843,6043,42,105,320,727,18834,57317,1792,7178,325,794,2948,6241,87,212,1855,4917,1706,4520,57,187,35,66,13,33,6,9,38,102,1738,4604,73,232,54,117,26,61,15,26
R,11,2021,999,332319775,164593115,167726660,125456566,126152107,21753153,23410263,2213673,2171314,9825809,10599808,441353,426311,4902561,4966857,129836902,130566896,24001954,25733626,3610583,3625331,11652077,12414442,866170,853248,132734856,136651990,97662751,99092496,20159681,21777753,1211890,1244149,9490144,10265931,318112,310977,3892278,3960684,101140867,102611630,21931555,23617887,2194743,2288072,11036022,11800853,649286,645290,31858259,31074670,27793815,27059611,1593472,1632510,1001783,927165,335665,333877,123241,115334,1010283,1006173,28696035,27955266,2070399,2115739,1415840,1337259,616055,613589,216884,207958
R,11,2021,0,3546669,1813031,1733638,1251496,1196341,290440,278509,35068,33595,105940,100639,6955,6584,123132,117970,1364911,1305009,359868,345160,57361,54928,150735,143456,15264,14495,1333833,1275184,864955,826532,254691,244258,13714,13140,97990,93071,4183,3966,98300,94217,956047,913843,310963,298303,27861,26684,135075,128535,10196,9693,479198,458454,386541,369809,35749,34251,21354,20455,7950,7568,2772,2618,24832,23753,408864,391166,48905,46857,29500,28244,15660,14921,5068,4802
R,11,2021,1,3649058,1865625,1783433,1297735,1238226,293287,283782,35192,34218,110117,103083,7036,6646,122258,117478,1410214,1346285,361160,349496,57843,55976,155183,145982,15390,14569,1379633,1317296,903417,860834,257955,249750,14067,13456,102287,95517,4294,4015,97613,93724,993742,947537,312875,302956,28528,27328,139712,131074,10396,9773,485992,466137,394318,377392,35332,34032,21125,20762,7830,7566,2742,2631,24645,23754,416472,398748,48285,46540,29315,28648,15471,14908,4994,4796
R,11,2021,2,3751387,1916343,1835044,1332295,1272607,301363,293895,35682,34265,115504,108524,7231,6801,124268,118952,1446526,1381936,370033,359861,58804,56507,161578,152356,15792,14892,1419733,1355057,927648,881018,266433,259926,14292,13877,107645,101089,4439,4185,99276,94962,1019405,968773,322044,313356,29085,28103,145950,137482,10717,10112,496610,479987,404647,391589,34930,33969,21390,20388,7859,7435,2792,2616,24992,23990,427121,413163,47989,46505,29719,28404,15628,14874,5075,4780
R,11,2021,3,3815956,1949829,1866127,1355282,1293644,305344,297974,36392,34823,119476,112307,7304,6904,126031,120475,1471114,1404363,374891,364718,59864,57351,166263,156751,15989,15106,1445155,1379512,943290,896007,270375,264057,14481,13994,111641,104854,4524,4277,100844,96323,1036470,984999,326791,318169,29514,28434,150626,141856,10902,10299,504674,486615,411992,397637,34969,33917,21911,20829,7835,7453,2780,2627,25187,24152,434644,419364,48100,46549,30350,28917,15637,14895,5087,4807
R,11,2021,4,3903500,1997710,1905790,1389918,1322820,310165,301715,36224,34491,126281,118199,7415,7043,127707,121522,1507237,1434500,379960,368826,60126,57342,174175,163071,16351,15394,1483564,1411028,966083,915160,276199,268705,15416,14624,118652,110862,4764,4436,102450,97241,1060657,1004983,332882,323170,30857,29339,158720,148229,11396,10570,514146,494762,423835,407660,33966,33010,20808,19867,7629,7337,2651,2607,25257,24281,446580,429517,47078,45656,29269,28003,15455,14842,4955,4824
R,11,2021,5,4021414,2055636,1965778,1444007,1375719,310848,304084,35834,34676,128312,120716,7432,7097,129203,123486,1562750,1489254,380810,371474,60391,58211,176999,166706,16517,15649,1526890,1457597,1005157,954006,276899,271224,16037,15537,120548,113401,4741,4495,103508,98934,1100754,1045429,333625,325927,31945,30794,161239,151782,11467,10811,528746,508181,438850,421713,33949,32860,19797,19139,7764,7315,2691,2602,25695,24552,461996,443825,47185,45547,28446,27417,15760,14924,5050,4838
R,11,2021,6,4066065,2077858,1988207,1464123,1395949,315274,307633,35172,34130,127070,119742,7322,7108,128897,123645,1582621,1509623,385032,375132,59897,57783,175414,165673,16370,15692,1545956,1474940,1020460,968394,281472,274788,16459,15659,119506,112497,4653,4491,103406,99111,1115993,1059964,338085,329606,32563,30994,159960,150876,11373,10856,531902,513267,443663,427555,33802,32845,18713,18471,7564,7245,2669,2617,25491,24534,466628,449659,46947,45526,27334,26789,15454,14797,4997,4836
R,11,2021,7,4080185,2086816,1993369,1471572,1399414,316566,308786,35456,34393,127921,121003,7154,6900,128147,122873,1589365,1512365,385623,375795,60184,58080,176137,166525,16256,15468,1557747,1484541,1030382,975492,282440,275791,16719,16129,120698,114113,4633,4476,102875,98540,1125420,1066518,338458,330219,32882,31558,161116,152171,11395,10853,529069,508828,441190,423922,34126,32995,18737,18264,7223,6890,2521,2424,25272,24333,463945,445847,47165,45576,27302,26522,15021,14354,4861,4615
R,11,2021,8,4043121,2067855,1975266,1458712,1388939,315385,306945,35622,34125,125054,118012,6953,6653,126129,120592,1574584,1499649,383027,372556,60124,57611,172673,162789,16075,15201,1543954,1471328,1021219,968189,281902,274728,16966,16231,118156,111299,4556,4294,101155,96587,1114611,1057300,336735,327965,32986,31563,158027,148668,11283,10549,523901,503938,437493,420750,33483,32217,18656,17894,6898,6713,2397,2359,24974,24005,459973,442349,46292,44591,27138,26048,14646,14121,4792,4652
R,11,2021,9,4060289,2075808,1984481,1467129,1398452,315598,306307,35758,34701,125527,118799,6929,6658,124867,119564,1581769,1508210,382392,370863,60315,58265,172636,163390,15980,15251,1548142,1475223,1025329,972202,282608,274506,17060,16442,118720,112161,4517,4300,99908,95612,1117497,1060404,336609,326739,33079,31814,158140,149388,11195,10619,527666,509258,441800,426250,32990,31801,18698,18259,6807,6638,2412,2358,24959,23952,464272,447806,45783,44124,27236,26451,14496,14002,4785,4632
R,11,2021,10,4099481,2102351,1997130,1494885,1415592,319093,308474,35557,34286,120951,113899,6768,6460,125097,118419,1609787,1524280,386253,372265,60442,57978,167662,157945,15810,14989,1561816,1479586,1039515,980088,286566,277106,17370,16410,114249,107506,4355,4147,99761,94329,1131589,1067092,340771,328556,33572,31796,153167,144169,10992,10375,540535,517544,455370,435504,32527,31368,18187,17876,6702,6393,2413,2313,25336,24090,478198,457188,45482,43709,26870,26182,14495,13776,4818,4614
R,11,2021,11,4173524,2138547,2034977,1530095,1451226,322932,311392,34465,33162,119192,113341,6508,6256,125355,119600,1645447,1561150,390062,375959,59777,57540,165522,157114,15492,14735,1581994,1501700,1055676,996720,292157,281417,17537,17084,112752,107333,4317,4167,99555,94979,1147706,1084397,346128,333292,33908,32901,151295,143811,10915,10389,556553,533277,474419,454506,30775,29975,16928,16078,6440,6008,2191,2089,25800,24621,497741,476753,43934,42667,25869,24639,14227,13303,4577,4346
R,11,2021,12,4230323,2165666,2064657,1556614,1476922,327381,317191,34556,33247,117480,112503,6541,6365,123094,118429,1669882,1585787,393435,381612,59393,56977,162794,155423,15118,14695,1603379,1525881,1075278,1016127,296636,287230,18179,17524,111170,106498,4469,4282,97647,94220,1165544,1103119,349882,339221,34144,32899,148836,142324,10777,10392,562287,538776,481336,460795,30745,29961,16377,15723,6310,6005,2072,2083,25447,24209,504338,482668,43553,42391,25249,24078,13958,13099,4341,4303
R,11,2021,13,4408743,2258735,2150008,1627190,1541350,343510,332327,35757,34045,121482,116192,6675,6498,124121,119596,1741217,1651273,410376,397618,60649,58076,166680,159122,15559,14769,1673632,1592858,1124677,1063148,311605,301912,18720,18131,115085,110098,4543,4382,99002,95187,1215944,1151006,365844,354894,34885,33569,152888,145897,11119,10457,585103,557150,502513,478202,31905,30415,17037,15914,6397,6094,2132,2116,25119,24409,525273,500267,44532,42724,25764,24507,13792,13225,4440,4312
R,11,2021,14,4445925,2277057,2168868,1647179,1562746,343838,332640,36426,35037,121695,115618,6688,6574,121231,116253,1758533,1669387,408762,395703,61398,58881,165767,157341,15411,14855,1687064,1605381,1139358,1078005,312320,302308,18914,18610,115387,109688,4559,4398,96526,92372,1228396,1163038,364928,353351,35110,33950,152096,144453,11003,10484,589993,563487,507821,484741,31518,30332,17512,16427,6308,5930,2129,2176,24705,23881,530137,506349,43834,42352,26288,24931,13671,12888,4408,4371
R,11,2021,15,4381827,2243366,2138461,1630301,1547802,335982,325054,36048,34186,118768,113996,6528,6315,115739,111108,1736497,1649710,397202,384563,60191,57330,161410,154170,14907,14227,1668299,1587971,1134201,1072929,305930,295863,18765,18167,112551,108288,4470,4247,92382,88477,1219299,1154365,355646,344287,34440,33126,148298,141848,10659,10076,575067,550490,496100,474873,30052,29191,17283,16019,6217,5708,2058,2068,23357,22631,517198,495345,41556,40276,25751,24204,13112,12322,4248,4151
R,11,2021,16,4325307,2212163,2113144,1617204,1533794,325693,316668,35155,34073,118314,116440,6514,6419,109283,105750,1717368,1630571,382824,372454,58512,56574,158711,155194,14332,13987,1652189,1578036,1132691,1070793,296712,288942,18530,18129,112564,111016,4454,4453,87238,84703,1212965,1148542,343205,334503,33707,32761,146467,143644,10231,10104,559974,535108,484513,463001,28981,27726,16625,15944,5750,5424,2060,1966,22045,21047,504403,482029,39619,37951,24805,23813,12244,11550,4101,3883
R,11,2021,17,4314965,2205664,2109301,1617383,1535899,322193,312515,34387,33023,120135,119553,6418,6116,105148,102195,1713582,1629332,376408,365591,57249,55322,159460,157249,14152,13563,1659198,1586052,1143083,1082289,294363,285840,18464,17617,114400,114088,4489,4272,84399,81946,1220606,1157426,338494,329213,33596,32358,147599,145891,10301,9815,546466,523249,474300,453610,27830,26675,15923,15406,5735,5465,1929,1844,20749,20249,492976,471906,37914,36378,23653,22964,11861,11358,3851,3748
