UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,10,2021,21,4363278,2226756,2136522,1629416,1551670,337974,330547,33964,32585,125871,124828,6212,5928,93319,90964,1714348,1634097,385008,377030,56819,54723,159873,157668,13297,12918,1703476,1635568,1173082,1115051,311806,305415,18716,17971,120647,119855,4477,4189,74748,73087,1241245,1181465,350086,343438,34086,33057,149414,147538,9875,9492,523280,500954,456334,436619,26168,25132,15248,14614,5224,4973,1735,1739,18571,17877,473103,452632,34922,33592,22733,21666,10459,10130,3422,3426
R,10,2021,22,4281482,2184212,2097270,1603735,1529758,328650,320653,32843,31879,122826,121539,6144,5691,90014,87750,1685440,1609049,373950,365619,55388,53988,155109,152694,13269,12474,1679025,1613063,1163082,1107481,303312,296403,18302,17966,117754,116768,4431,4077,72144,70368,1228744,1171196,340284,333150,33676,33146,144964,142907,9838,9237,505187,484207,440653,422277,25338,24250,14541,13913,5072,4771,1713,1614,17870,17382,456696,437853,33666,32469,21712,20842,10145,9787,3431,3237
R,10,2021,23,4286308,2183549,2102759,1599203,1529565,330127,323152,32730,31772,127511,126632,6130,5780,87848,85858,1678570,1607419,374016,366578,55146,53828,158945,156883,13109,12336,1685413,1624371,1164571,1112121,305187,299341,18218,17830,122441,121801,4405,4140,70591,69138,1228465,1174962,341076,334971,33582,33123,149032,147289,9793,9194,498136,478388,434632,417444,24940,23811,14512,13942,5070,4831,1725,1640,17257,16720,450105,432457,32940,31607,21564,20705,9913,9594,3316,3142
R,10,2021,24,4264033,2169804,2094229,1587933,1522122,325736,320070,31954,31316,133957,132339,6102,5681,84122,82701,1664048,1596775,366977,361095,54045,53251,164425,161812,12713,12118,1679167,1623491,1159146,1110623,301563,297065,17796,17715,129031,127606,4415,4121,67216,66361,1220111,1170579,334951,330487,32961,32958,154727,152550,9507,9073,490637,470738,428787,411499,24173,23005,14158,13601,4926,4733,1687,1560,16906,16340,443937,426196,32026,30608,21084,20293,9698,9262,3206,3045
R,10,2021,25,4296685,2185745,2110940,1599337,1532759,324666,321173,32331,30979,140384,139231,6368,5806,82659,80992,1674008,1605583,364347,360875,54788,52899,170317,168400,13018,12430,1697224,1642753,1172407,1122993,300774,298714,17968,17374,135491,134434,4629,4198,65955,65040,1232115,1181561,332827,331128,33285,32553,160887,159085,9779,9378,488521,468187,426930,409766,23892,22459,14363,13605,4893,4797,1739,1608,16704,15952,441893,424022,31520,29747,21503,20346,9430,9315,3239,3052
R,10,2021,26,4376261,2226606,2149655,1623470,1555909,338595,332739,32761,31611,144256,143969,6487,6233,81037,79194,1696200,1626870,377050,371348,55548,53605,173705,172346,13202,12900,1734010,1676753,1192396,1142196,314231,309344,18486,17929,139390,139176,4737,4543,64770,63565,1250516,1199260,345299,340636,34360,33393,164425,163196,9977,9759,492596,472902,431074,413713,24364,23395,14275,13682,4866,4793,1750,1690,16267,15629,445684,427610,31751,30712,21188,20212,9280,9150,3225,3141
R,10,2021,27,4433794,2253912,2179882,1634504,1568407,352408,346748,32828,32123,148922,148425,6419,6393,78831,77786,1704855,1637723,389052,383936,55900,54713,177620,176350,13356,12980,1760871,1708255,1202731,1155839,327870,323445,18720,18134,144044,143727,4721,4681,62785,62429,1258738,1211479,357321,353601,34811,34154,168432,167402,10124,9857,493041,471627,431773,412568,24538,23303,14108,13989,4878,4698,1698,1712,16046,15357,446117,426244,31731,30335,21089,20559,9188,8948,3232,3123
R,10,2021,28,4539613,2307711,2231902,1670938,1599651,366874,361233,34231,33281,153556,155881,6788,6416,75324,75440,1737899,1666591,401041,396679,56608,55978,181604,182987,13506,13008,1806901,1756303,1231765,1183276,341822,337532,19584,19272,148799,151077,4939,4729,59992,60417,1285129,1236921,369092,366038,35278,35426,172650,174130,10202,9866,500810,475599,439173,416375,25052,23701,14647,14009,4757,4804,1849,1687,15332,15023,452770,429670,31949,30641,21330,20552,8954,8857,3304,3142
R,10,2021,29,4627450,2348069,2279381,1701438,1634328,372178,367371,35764,33881,157956,163085,6814,6604,73919,74112,1766821,1699850,404381,400865,58724,56492,185782,190628,13554,13263,1840850,1798843,1256932,1213511,346722,343161,20529,19821,153172,158225,4936,4843,58559,59282,1308682,1265931,372036,369897,36615,35931,176980,181746,10248,10012,507219,480538,444506,420817,25456,24210,15235,14060,4784,4860,1878,1761,15360,14830,458139,433919,32345,30968,22109,20561,8802,8882,3306,3251
R,10,2021,30,4718703,2382766,2335937,1725707,1669945,376374,379102,35967,33472,166236,172953,7628,6916,70854,73549,1787390,1733979,406594,412229,57978,55545,193932,201446,14772,14064,1878202,1861157,1285327,1256992,350206,353197,20496,19806,161098,167634,5542,5142,55533,58386,1333537,1307724,373607,379318,35708,35280,184641,191880,11154,10816,504564,474780,440380,412953,26168,25905,15471,13666,5138,5319,2086,1774,15321,15163,453853,426255,32987,32911,22270,20265,9291,9566,3618,3248
R,10,2021,31,4760536,2404304,2356232,1750188,1690614,372543,376773,35728,32974,171355,178937,7729,7233,66761,69701,1808405,1751627,400084,407528,56585,54430,198199,205769,14466,13879,1897266,1886743,1307326,1282349,346151,350609,19992,19532,166101,173690,5539,5415,52157,55148,1352619,1330509,367144,374685,34362,34536,189068,196563,10849,10665,507038,469489,442862,408265,26392,26164,15736,13442,5254,5247,2190,1818,14604,14553,455786,421118,32940,32843,22223,19894,9131,9206,3617,3214
R,10,2021,32,4630304,2340822,2289482,1709491,1640955,355095,363072,34329,31607,172207,182109,7738,6844,61962,64895,1763566,1697376,380219,391334,54033,51587,197038,207573,13882,13223,1853186,1842563,1283297,1251836,329828,338264,18967,18743,167204,177021,5637,5173,48253,51526,1325209,1296443,348769,360300,32455,32795,188542,198979,10537,10287,487636,446919,426194,389119,25267,24808,15362,12864,5003,5088,2101,1671,13709,13369,438357,400933,31450,31034,21578,18792,8496,8594,3345,2936
R,10,2021,33,4569591,2305242,2264349,1698401,1635671,335676,347728,34185,30799,170519,181210,7613,6960,58848,61981,1749501,1689711,358926,374291,52743,49944,194661,205716,13676,13025,1815879,1819042,1269585,1247682,311205,323233,18578,17827,165598,176245,5553,5230,45360,48825,1308818,1290150,328446,343599,31002,31225,186273,197237,10325,10064,489363,445307,428816,387989,24471,24495,15607,12972,4921,4965,2060,1730,13488,13156,440683,399561,30480,30692,21741,18719,8388,8479,3351,2961
R,10,2021,34,4472852,2262634,2210218,1680839,1605182,318965,331089,32683,29733,167313,178057,7681,6764,55153,59393,1728600,1656947,340630,356288,50534,48302,189838,201688,13515,12583,1780067,1773485,1256875,1223993,295404,307306,17415,17239,162548,173382,5511,5060,42314,46505,1293253,1264373,311317,326508,29362,30081,181857,193686,10179,9702,482567,436733,423964,381189,23561,23783,15268,12494,4765,4675,2170,1704,12839,12888,435347,392574,29313,29780,21172,18221,7981,8002,3336,2881
R,10,2021,35,4488871,2273113,2215758,1699930,1619764,311872,325182,32575,29684,167733,177726,7649,6823,53354,56579,1746337,1668797,332262,348732,49801,48169,189720,200051,13350,12473,1785914,1778019,1271205,1237181,288388,301337,17231,16938,162856,173180,5472,5119,40762,44264,1306496,1275356,303088,319278,28734,29832,181620,192313,9996,9648,487199,437739,428725,382583,23484,23845,15344,12746,4877,4546,2177,1704,12592,12315,439841,393441,29174,29454,21067,18337,8100,7738,3354,2825
R,10,2021,36,4497394,2275605,2221789,1709379,1627625,307273,322957,32130,29371,167318,179251,7588,6834,51917,55751,1754377,1676023,326930,345444,49658,47691,188365,201638,13120,12573,1786364,1783457,1278432,1244127,284293,299480,16497,16708,162586,174645,5393,5210,39163,43287,1312107,1281531,298306,316154,28049,29484,180536,193807,9786,9838,489241,438332,430947,383498,22980,23477,15633,12663,4732,4606,2195,1624,12754,12464,442270,394492,28624,29290,21609,18207,7829,7831,3334,2735
R,10,2021,37,4419713,2230727,2188986,1678021,1605274,296207,314770,31590,28957,167797,179539,7337,6526,49775,53920,1721219,1651952,314544,336004,48480,47073,188249,201552,12833,12157,1752116,1754888,1255980,1225014,274021,291868,16371,16360,163075,175127,5213,4882,37456,41637,1288262,1260919,286978,307445,27501,28899,180461,193915,9549,9363,478611,434098,422041,380260,22186,22902,15219,12597,4722,4412,2124,1644,12319,12283,432957,391033,27566,28559,20979,18174,7788,7637,3284,2794
R,10,2021,38,4431634,2236555,2195079,1687758,1611338,294632,314734,31940,29219,165818,179703,7379,6712,49028,53373,1730194,1657425,312644,335476,48774,47584,185956,201296,12708,12369,1755929,1758143,1263503,1228862,272501,291408,16346,16345,161138,175318,5348,5029,37093,41181,1295360,1264202,285233,306649,27604,29093,178276,193769,9570,9549,480626,436936,424255,382476,22131,23326,15594,12874,4680,4385,2031,1683,11935,12192,434834,393223,27411,28827,21170,18491,7680,7527,3138,2820
R,10,2021,39,4468761,2253123,2215638,1704320,1628709,295922,318230,31793,29041,164910,180048,7408,6817,48770,52793,1746569,1674258,313774,338936,48820,47389,184707,201134,12781,12401,1766357,1770017,1274338,1238169,273681,294508,16297,16111,160125,175409,5269,5060,36647,40760,1305816,1273131,286208,309733,27649,28923,176853,193377,9537,9530,486766,445621,429982,390540,22241,23722,15496,12930,4785,4639,2139,1757,12123,12033,440753,401127,27566,29203,21171,18466,7854,7757,3244,2871
R,10,2021,40,4390029,2210103,2179926,1679114,1608382,289856,312470,30538,28530,156158,173050,7161,6273,47276,51221,1719851,1652593,306932,332632,47430,46516,175236,193247,12412,11711,1739182,1743760,1262842,1225965,268489,289530,15527,15863,151581,168511,5125,4585,35618,39306,1293300,1259696,280510,304224,26853,28328,167734,185729,9274,8923,470921,436166,416272,382417,21367,22940,15011,12667,4577,4539,2036,1688,11658,11915,426551,392897,26422,28408,20577,18188,7502,7518,3138,2788
R,10,2021,41,4411965,2221860,2190105,1685767,1611534,296871,321385,31204,28557,153631,171055,7289,6480,47098,51094,1726359,1655555,314034,341532,48299,46819,172488,190957,12607,12011,1739023,1749441,1259091,1224862,275068,298213,15796,15885,148893,166534,5118,4810,35057,39137,1289039,1258294,286977,312828,27168,28616,164696,183478,9330,9281,482837,440664,426676,386672,21803,23172,15408,12672,4738,4521,2171,1670,12041,11957,437320,397261,27057,28704,21131,18203,7792,7479,3277,2730
R,10,2021,42,4228863,2122001,2106862,1612877,1550806,281614,308873,29269,27170,147945,166100,6443,6054,43853,47859,1650761,1591913,297390,327679,45341,44376,165374,184884,11342,11052,1670550,1687453,1213885,1182888,261053,286702,14942,15083,143626,161873,4530,4510,32514,36397,1241725,1213910,271934,300084,25562,27066,158265,177781,8370,8528,451451,419409,398992,367918,20561,22171,14327,12087,4319,4227,1913,1544,11339,11462,409036,378003,25456,27595,19779,17310,7109,7103,2972,2524
R,10,2021,43,4118155,2064593,2053562,1574814,1515513,270408,298098,28055,26561,143326,162020,6209,5666,41781,45704,1610729,1554789,285437,315678,43587,43359,159869,179887,10675,10434,1623276,1640135,1183685,1152593,250656,276507,14361,14532,139118,157725,4444,4164,31012,34614,1210025,1182087,261028,289001,24709,26131,153030,172885,7984,7977,441317,413427,391129,362920,19752,21591,13694,12029,4208,4295,1765,1502,10769,11090,400704,372702,24409,26677,18878,17228,6839,7002,2691,2457
R,10,2021,44,4084654,2042718,2041936,1563583,1511166,264799,294131,28172,26487,140002,159977,6020,5668,40142,44507,1598103,1549123,278992,311206,43341,43150,155914,177449,10435,10399,1605886,1628625,1175539,1146811,246065,273135,14596,14871,135715,155759,4281,4177,29690,33872,1200757,1175442,255687,285312,24775,26560,149036,170572,7753,7958,436832,413311,388044,364355,18734,20996,13576,11616,4287,4218,1739,1491,10452,10635,397346,373681,23305,25894,18566,16590,6878,6877,2682,2441
R,10,2021,45,3919992,1958174,1961818,1494663,1452282,251757,278992,27066,25213,140579,158364,5683,5355,38426,41612,1527760,1487690,264868,294682,41669,40915,155972,174884,10050,9796,1535564,1557617,1118972,1095122,233598,258946,13951,13921,136538,154207,4085,3939,28420,31482,1143149,1121617,242378,269994,23705,24859,149555,168176,7545,7523,422610,404201,375691,357160,18159,20046,13115,11292,4041,4157,1598,1416,10006,10130,384611,366073,22490,24688,17964,16056,6417,6708,2505,2273
R,10,2021,46,3939127,1968318,1970809,1506352,1460832,251694,280671,26535,25280,142225,158956,5599,5146,35913,39924,1537047,1494817,264053,295432,40429,40510,156598,174878,9548,9332,1550978,1571284,1133690,1106826,234512,261156,13601,14109,138247,154962,4058,3788,26870,30443,1156380,1132514,242935,271552,23120,24839,150437,168517,7213,7140,417340,399525,372662,354006,17182,19515,12934,11171,3978,3994,1541,1358,9043,9481,380667,362303,21118,23880,17309,15671,6161,6361,2335,2192
R,10,2021,47,3896893,1944604,1952289,1489989,1450661,247437,276574,26226,24699,141097,157210,5387,5029,34468,38116,1519346,1482919,259048,290577,39881,39559,154849,172305,9291,9037,1538937,1560794,1126718,1102272,231187,258272,13542,13838,137406,153365,3953,3742,26131,29305,1148755,1126782,239276,268293,22954,24441,149222,166354,7109,6978,405667,391495,363271,348389,16250,18302,12684,10861,3691,3845,1434,1287,8337,8811,370591,356137,19772,22284,16927,15118,5627,5951,2182,2059
R,10,2021,48,3903282,1945268,1958014,1491520,1454875,248727,279463,25585,24708,140426,156704,5163,4998,33847,37266,1520284,1486278,259845,292958,38981,39410,154163,171588,8961,8915,1552019,1575781,1138866,1114509,233134,261604,13424,14022,136917,153012,3812,3723,25866,28911,1160592,1138598,240836,271312,22842,24751,148785,165862,6913,6888,393249,382233,352654,340366,15593,17859,12161,10686,3509,3692,1351,1275,7981,8355,359692,347680,19009,21646,16139,14659,5378,5726,2048,2027
R,10,2021,49,4054355,2023353,2031002,1558410,1517760,258937,288730,26202,24832,141011,157530,5207,4895,33586,37255,1586798,1549181,269700,301927,40085,39973,154413,172198,8979,8860,1631543,1650000,1206794,1178039,243603,271108,13932,14269,137399,153859,3895,3647,25920,29078,1228436,1202265,251179,280690,23919,25359,149033,166615,6946,6915,391810,381002,351616,339721,15334,17622,12270,10563,3612,3671,1312,1248,7666,8177,358362,346916,18521,21237,16166,14614,5380,5583,2033,1945
R,10,2021,50,4299749,2149976,2149773,1677122,1627461,269412,301537,26416,25662,137238,152355,5230,4939,34558,37819,1706395,1659370,280342,314791,40995,41496,150800,166819,9188,9087,1760657,1771819,1327617,1290575,254135,284134,14588,14963,133573,148751,3883,3725,26861,29671,1350144,1315356,261834,293735,25231,26836,145352,161274,7147,7134,389319,377954,349505,336886,15277,17403,11828,10699,3665,3604,1347,1214,7697,8148,356251,344014,18508,21056,15764,14660,5448,5545,2041,1953
R,10,2021,51,4350308,2177107,2173201,1704559,1654216,271154,299648,26672,25265,135489,151440,5167,5104,34066,37528,1733370,1685635,281954,312702,41331,41343,148486,165795,9161,9327,1793251,1806321,1360099,1327271,255970,282705,14783,15034,131940,147831,3869,3874,26590,29606,1382324,1351800,263703,292317,25591,27165,143167,160187,7163,7383,383856,366880,344460,326945,15184,16943,11889,10231,3549,3609,1298,1230,7476,7922,351046,333835,18251,20385,15740,14178,5319,5608,1998,1944
R,10,2021,52,4162962,2079063,2083899,1636735,1596104,252680,280993,25101,24152,127787,143455,5018,4910,31742,34285,1663680,1624858,262348,292460,39122,39380,139888,156384,8723,8770,1715526,1734974,1310347,1284589,238423,265217,14046,14424,124436,140013,3808,3757,24466,26974,1330888,1307007,245051,273507,24341,25962,134883,151151,6837,6932,363537,348925,326388,311515,14257,15776,11055,9728,3351,3442,1210,1153,7276,7311,332792,317851,17297,18953,14781,13418,5005,5233,1886,1838
R,10,2021,53,4055516,2023149,2032367,1590738,1553978,249268,277759,24670,23521,124159,140127,4576,4649,29738,32333,1615797,1580869,258203,288526,38109,38079,135420,152186,8068,8464,1672935,1696279,1276318,1253791,235274,262286,13788,14271,121098,136959,3425,3524,23032,25448,1295496,1274685,241423,270046,23771,25375,130854,147440,6315,6702,350214,336088,314420,300187,13994,15473,10882,9250,3061,3168,1151,1125,6706,6885,320301,306184,16780,18480,14338,12704,4566,4746,1753,1762
R,10,2021,54,4046015,2011168,2034847,1592557,1568356,247746,278370,23784,23439,114001,128763,4689,4573,28391,31346,1616455,1594441,256125,288986,36999,37960,124537,139951,8009,8251,1674588,1708359,1289888,1276524,234353,263286,13690,14630,111026,125785,3554,3500,22077,24634,1308233,1296778,240106,270892,23595,25764,120155,135399,6358,6587,336580,326488,302669,291832,13393,15084,10094,8809,2975,2978,1135,1073,6314,6712,308222,297663,16019,18094,13404,12196,4382,4552,1651,1664
R,10,2021,55,4074129,2020451,2053678,1598445,1584169,253054,284068,23737,23482,112683,126611,4598,4640,27934,30708,1621663,1609643,261412,294282,37023,38041,122843,137520,8042,8273,1691155,1733795,1302503,1298262,239674,269423,13828,14817,109812,123596,3515,3593,21823,24104,1320371,1318027,245391,276732,23998,26006,118565,132949,6419,6607,329296,319883,295942,285907,13380,14645,9909,8665,2871,3015,1083,1047,6111,6604,301292,291616,16021,17550,13025,12035,4278,4571,1623,1666
R,10,2021,56,4232604,2091755,2140849,1661099,1657839,260002,294411,24502,24354,113201,127968,4710,4633,28241,31644,1684718,1684037,268218,304738,38194,39583,123357,139056,8134,8419,1765036,1822652,1367505,1373665,246790,279622,14694,15686,110307,124949,3662,3635,22078,25095,1385713,1394166,252465,287087,25095,27605,119107,134527,6530,6814,326719,318197,293594,284174,13212,14789,9808,8668,2894,3019,1048,998,6163,6549,299005,289871,15753,17651,13099,11978,4250,4529,1604,1605
R,10,2021,57,4361969,2148347,2213622,1717569,1727060,260803,296691,24442,24770,112761,128987,4512,4623,28260,31491,1741053,1753070,268730,306532,38579,40608,122848,139911,7995,8334,1836253,1902810,1437142,1449209,248094,282304,14975,16264,110060,126172,3520,3642,22462,25219,1455584,1469777,253650,289412,26013,28920,118839,135638,6445,6795,312094,310812,280427,277851,12709,14387,9467,8506,2701,2815,992,981,5798,6272,285469,283293,15080,17120,12566,11688,4009,4273,1550,1539
R,10,2021,58,4379748,2153702,2226046,1725800,1743072,256723,292020,24162,24217,114717,130758,4281,4540,28019,31439,1749186,1769008,264450,301827,38354,40060,124629,141460,7625,8287,1854543,1925800,1457130,1474832,244445,278268,15176,15977,112038,127954,3353,3591,22401,25178,1475638,1495329,249854,285401,26356,28659,120714,137183,6191,6737,299159,300246,268670,268240,12278,13752,8986,8240,2679,2804,928,949,5618,6261,273548,273679,14596,16426,11998,11401,3915,4277,1434,1550
R,10,2021,59,4383567,2150721,2232846,1734308,1760972,252701,289878,23488,24080,108155,122533,4420,4524,27649,30859,1757484,1786287,260050,299507,37428,40028,118019,132962,7844,8183,1863031,1943963,1475409,1502654,241149,277032,14899,15991,105661,119845,3525,3609,22388,24832,1493987,1522800,246318,283999,26073,28836,114321,128875,6460,6653,287690,288883,258899,258318,11552,12846,8589,8089,2494,2688,895,915,5261,6027,263497,263487,13732,15508,11355,11192,3698,4087,1384,1530
R,10,2021,60,4377532,2142913,2234619,1741908,1773669,247112,286110,22879,24020,99721,116355,4126,4205,27167,30260,1764591,1798478,254272,295411,36916,39992,109353,126411,7412,7829,1872018,1960019,1498309,1528072,236170,273748,14815,16520,97355,113795,3328,3367,22041,24517,1516496,1547943,241276,280565,26110,29524,105796,122503,6133,6414,270895,274600,243599,245597,10942,12362,8064,7500,2366,2560,798,838,5126,5743,248095,250535,12996,14846,10806,10468,3557,3908,1279,1415
R,10,2021,61,4347427,2124499,2222928,1719088,1757783,248309,286374,22566,23805,103406,121272,4227,4198,26903,29496,1741649,1781920,255402,295457,36545,39350,112794,131102,7406,7685,1858436,1952380,1479922,1515544,237664,274311,14542,16464,101028,118683,3397,3402,21883,23976,1498091,1534916,242720,281014,25822,29149,109292,127217,6071,6371,266063,270548,239166,242239,10645,12063,8024,7341,2378,2589,830,796,5020,5520,243558,247004,12682,14443,10723,10201,3502,3885,1335,1314
R,10,2021,62,4240373,2065015,2175358,1680394,1729338,237339,277230,21409,22428,96525,114241,3908,3894,25440,28227,1701672,1752566,243805,285708,34764,37740,105552,123385,6905,7104,1822090,1924922,1461947,1505334,227512,265865,14166,15566,94371,111885,3183,3183,20911,23089,1479313,1524119,232161,272147,25067,28166,102353,119865,5727,5906,242925,250436,218447,224004,9827,11365,7243,6862,2154,2356,725,711,4529,5138,222359,228447,11644,13561,9697,9574,3199,3520,1178,1198
R,10,2021,63,4170787,2023213,2147574,1651754,1713223,227075,267329,19825,21596,96678,114784,3677,3786,24204,26856,1671867,1735174,233342,275398,32809,36267,105037,123508,6454,6798,1797643,1910089,1449326,1500534,217567,256523,13247,15207,94655,112634,2988,3105,19860,22086,1465680,1518410,222045,262534,23922,27352,102034,120231,5344,5699,225570,237485,202428,212689,9508,10806,6578,6389,2023,2150,689,681,4344,4770,206187,216764,11297,12864,8887,8915,3003,3277,1110,1099
R,10,2021,64,4129009,1994490,2134519,1632615,1708324,220789,263879,19738,21066,94209,111465,3475,3611,23664,26174,1652318,1729823,226927,271701,32596,35860,102197,119495,6219,6570,1777493,1903751,1437616,1501383,211894,253463,13177,14979,92343,109512,2867,2922,19596,21492,1453778,1518843,216374,259248,23817,27305,99491,116470,5225,5425,216997,230768,194999,206941,8895,10416,6561,6087,1866,1953,608,689,4068,4682,198540,210980,10553,12453,8779,8555,2706,3025,994,1145
R,10,2021,65,3968841,1906666,2062175,1564048,1649009,208110,254089,18402,20253,90616,110045,3278,3441,22212,25338,1582587,1669828,213813,261597,30572,34630,98020,117882,5838,6287,1704516,1843405,1382562,1453113,199691,244172,12380,14435,88826,107966,2681,2880,18376,20839,1397768,1470047,203780,249701,22473,26452,95398,114776,4881,5307,202150,218770,181486,195896,8419,9917,6022,5818,1790,2079,597,561,3836,4499,184819,199781,10033,11896,8099,8178,2622,3106,957,980
R,10,2021,66,3843228,1837120,2006108,1511837,1610453,195265,240684,17450,19042,88354,108846,3096,3388,21118,23695,1529360,1629762,200658,247810,29132,32390,95364,116219,5557,6076,1645051,1795233,1338940,1420886,187383,231413,11870,13701,86657,106956,2586,2785,17615,19492,1353421,1436546,191291,236677,21650,24849,92929,113411,4713,5090,192069,210875,172897,189567,7882,9271,5580,5341,1697,1890,510,603,3503,4203,175939,193216,9367,11133,7482,7541,2435,2808,844,986
R,10,2021,67,3721242,1769388,1951854,1464199,1574100,182767,230079,16166,18018,83856,104057,2828,3194,19572,22406,1480516,1592349,187720,236667,27175,30869,90264,110835,5008,5775,1593164,1755091,1305161,1396766,175479,221661,11275,13175,82398,102255,2356,2625,16495,18609,1318789,1411711,179142,226573,20645,24023,88105,108228,4270,4867,176224,196763,159038,177334,7288,8418,4891,4843,1458,1802,472,569,3077,3797,161727,180638,8578,10094,6530,6846,2159,2607,738,908
R,10,2021,68,3555818,1681721,1874097,1400182,1521405,167027,214542,14954,16612,78664,97660,2673,2876,18221,21002,1415397,1538589,171469,220609,25378,28743,84532,104081,4732,5307,1520863,1691090,1255086,1356173,160327,206686,10462,12210,77328,96104,2267,2410,15393,17507,1267873,1370312,163556,211241,19343,22483,82597,101757,4070,4528,160858,183007,145096,165232,6700,7856,4492,4402,1336,1556,406,466,2828,3495,147524,168277,7913,9368,6035,6260,1935,2324,662,779
R,10,2021,69,3445209,1623619,1821590,1358799,1483381,155508,204568,13713,15675,76332,95850,2579,2820,16688,19296,1372708,1499230,159634,210085,23289,27095,81629,101498,4518,5044,1474439,1650356,1223913,1328609,149452,197237,9735,11576,75029,94346,2199,2378,14111,16210,1235561,1341768,152491,201437,17918,21341,79789,99299,3891,4289,149180,171234,134886,154772,6056,7331,3978,4099,1303,1504,380,442,2577,3086,137147,157462,7143,8648,5371,5754,1840,2199,627,755
R,10,2021,70,3259380,1527504,1731876,1282102,1411717,146045,196149,12835,14714,68623,88667,2275,2547,15624,18082,1295053,1426537,149860,201396,22083,25561,73449,93766,4103,4612,1387353,1570654,1154947,1266062,140449,189219,9241,10858,67478,87222,1951,2148,13287,15145,1165876,1278298,143312,193205,17180,20156,71799,91687,3560,3945,140151,161222,127155,145655,5596,6930,3594,3856,1145,1445,324,399,2337,2937,129177,148239,6548,8191,4903,5405,1650,2079,543,667
R,10,2021,71,3088720,1439618,1649102,1200398,1337901,139587,186751,12296,13955,70097,90798,2269,2406,14971,17291,1212856,1351937,143317,191859,21120,24137,74700,95958,4001,4421,1308813,1493738,1082022,1197472,134217,179971,8918,10326,69009,89419,1907,2059,12740,14491,1092547,1209108,137014,183829,16492,19056,73130,93903,3460,3781,130805,155364,118376,140429,5370,6780,3378,3629,1088,1379,362,347,2231,2800,120309,142829,6303,8030,4628,5081,1570,2055,541,640
R,10,2021,72,2995328,1392557,1602771,1170872,1311364,127796,174630,11551,13033,66297,85089,2193,2400,13848,16255,1182397,1324648,131100,179352,19853,22808,70505,89658,3820,4246,1271714,1459073,1061250,1181032,122995,168502,8465,9788,65290,83913,1869,2041,11845,13797,1071045,1192196,125485,172137,15674,18307,69028,87926,3289,3663,120843,143698,109622,130332,4801,6128,3086,3245,1007,1176,324,359,2003,2458,111352,132452,5615,7215,4179,4501,1477,1732,531,583
R,10,2021,73,2918973,1354724,1564249,1146894,1289717,119669,165210,10684,12409,62541,79213,1971,2236,12965,15464,1157661,1302501,122867,169523,18466,21783,66398,83547,3460,3975,1241972,1428381,1044576,1166480,115120,159570,7929,9361,61620,78056,1681,1915,11046,12999,1053669,1177106,117549,162833,14659,17448,65043,81833,3001,3423,112752,135868,102318,123237,4549,5640,2755,3048,921,1157,290,321,1919,2465,103992,125395,5318,6690,3807,4335,1355,1714,459,552
R,10,2021,74,3063436,1427669,1635767,1229132,1376724,113851,155737,10806,11888,58776,73940,1883,1981,13221,15497,1240259,1389660,116955,160056,19080,21503,62428,78053,3377,3650,1319568,1504491,1130673,1257174,109800,150421,8071,9101,57937,72827,1615,1694,11472,13274,1140286,1268157,112199,153770,15384,17529,61181,76474,2946,3184,108101,131276,98459,119550,4051,5316,2735,2787,839,1113,268,287,1749,2223,99973,121503,4756,6286,3696,3974,1247,1579,431,466
R,10,2021,75,2340271,1079289,1260982,920952,1049274,87500,124115,8386,9647,50387,63733,1664,1699,10400,12514,929722,1059616,89940,127543,14628,17038,53423,67373,2933,3178,988262,1146644,838106,945340,83943,119236,6144,7289,49695,62776,1454,1461,8920,10542,845592,953957,85775,121831,11617,13651,52395,65970,2565,2782,91027,114338,82846,103934,3557,4879,2242,2358,692,957,210,238,1480,1972,84130,105659,4165,5712,3011,3387,1028,1403,368,396
